,Name,Team,Pos,COMP,PATT,PYDS,PTD,INT,RATT,RYDS,RTD,REC,TAR,REYDS,RETD,TOT,LOST,G,Last year,Two years ago,Value,Old_Value
425,Saquon Barkley,NYG,RB,0.0,0.0,0.0,0.0,0.0,165.0,697.0,1.0,28.0,40.0,168.0,4.0,1.0,1.0,9.0,256.1,109.6,10.178002790394247,10.17
426,Scott Miller,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,2.0,0.0,0.0,6.0,0.0,0.0,1.7831274858697927,
427,Sean McKeon,DAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.1,2.4,-1.4940658155008093,-1.49
428,Sean Tucker,TB,RB,0.0,0.0,0.0,0.0,0.0,15.0,23.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.23026584867075667,
429,Shed Jackson,CIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
430,Simi Fehoko,LAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,1.0,0.0,0.0,1.0,2.4,0.0,0.7256120674337015,0.72
431,Skyy Moore,KC,WR,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,21.0,37.0,244.0,1.0,0.0,0.0,12.0,33.4,0.0,2.467670155092263,2.46
432,Stefon Diggs,BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,121.0,969.0,8.0,2.0,1.0,12.0,223.5,193.7,12.836583901178562,12.83
433,Stephen Sullivan,CAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,90.0,0.0,0.0,0.0,5.0,4.6,-0.2,-0.39704695672965773,-0.39
434,Sterling Shepard,NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,39.0,1.0,1.0,1.0,8.0,21.4,55.3,1.1386468704671933,1.13
435,Steven Sims,HOU,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14301165305980043,0.14
436,Stone Smartt,LAC,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,80.0,1.0,0.0,0.0,8.0,1.7,0.0,0.4002505400661722,0.4
437,T.J. Hockenson,MIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,108.0,786.0,5.0,1.0,1.0,12.0,82.8,147.0,13.852773189441093,13.85
438,Tank Bigsby,JAX,RB,0.0,0.0,0.0,0.0,0.0,36.0,86.0,2.0,1.0,4.0,6.0,0.0,2.0,2.0,10.0,0.0,0.0,1.6036809815950923,1.6
439,Tank Dell,HOU,WR,0.0,0.0,0.0,0.0,0.0,11.0,51.0,0.0,47.0,75.0,709.0,7.0,1.0,0.0,10.0,0.0,0.0,8.606377782429698,
440,Tanner Hudson,CIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,31.0,228.0,0.0,0.0,0.0,7.0,13.2,0.0,1.4569331993382746,1.45
441,Taylor Heinicke,ATL,QB,41.0,74.0,498.0,3.0,1.0,9.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,156.6,288.1,3.1171314424496677,3.11
442,Taysom Hill,NO,QB,5.0,8.0,72.0,1.0,0.0,47.0,261.0,3.0,16.0,19.0,97.0,1.0,0.0,0.0,6.0,101.3,125.6,3.0655705229745,
443,Teagan Quitoriano,HOU,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,33.0,0.0,0.0,0.0,3.0,23.3,0.0,-1.0041278165804106,-1.0
444,Tee Higgins,CIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,54.0,364.0,2.0,0.0,0.0,8.0,165.7,191.4,4.883462174412596,4.88
445,Terrace Marshall,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,134.0,0.0,1.0,0.0,7.0,55.0,10.9,1.403802933372312,1.4
446,Terry McLaurin,WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,694.0,2.0,0.0,0.0,13.0,152.0,128.2,6.718624945794695,6.71
447,Tim Boyle,NYJ,QB,48.0,77.0,360.0,1.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.5585068108409232,0.55
448,Tim Jones,JAX,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,88.0,0.0,0.0,0.0,12.0,12.0,0.0,0.7477658706274425,0.74
449,Tommy DeVito,NYG,QB,66.0,105.0,697.0,7.0,3.0,21.0,83.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,3.5289833465163745,
450,Tommy Tremble,CAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,84.0,3.0,0.0,0.0,8.0,35.4,21.2,2.9767233343472217,2.97
451,Tony Jones,ARI,RB,0.0,0.0,0.0,0.0,0.0,26.0,95.0,2.0,7.0,10.0,37.0,0.0,0.0,0.0,6.0,13.6,68.4,2.1182321079942885,2.11
452,Tony Pollard,DAL,RB,0.0,0.0,0.0,0.0,0.0,180.0,737.0,5.0,42.0,50.0,248.0,0.0,3.0,1.0,12.0,222.0,120.2,10.98222681036388,10.98
453,Travis Etienne,JAX,RB,0.0,0.0,0.0,0.0,0.0,205.0,771.0,8.0,40.0,52.0,346.0,1.0,0.0,0.0,12.0,200.2,0.0,13.613999648442686,13.61
454,Travis Kelce,KC,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,93.0,813.0,5.0,1.0,1.0,11.0,256.0,235.5,14.8843037211958,14.88
455,Trayveon Williams,CIN,RB,0.0,0.0,0.0,0.0,0.0,12.0,59.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,6.0,5.5,0.35018841044978377,0.35
456,Tre Tucker,LV,WR,0.0,0.0,0.0,0.0,0.0,6.0,54.0,0.0,8.0,18.0,161.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0495080594515387,1.04
457,Trent Sherfield,BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,53.0,0.0,0.0,0.0,6.0,53.7,8.8,0.8401291812524877,0.84
458,Trent Taylor,CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,4.2,0.07192950908110052,0.07
459,Trenton Irwin,CIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,241.0,1.0,2.0,0.0,7.0,50.1,15.0,2.4510516704305942,2.45
460,Trevon Wesco,TEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,21.0,0.0,0.0,0.0,3.0,2.6,8.5,-1.2577541944471342,-1.25
461,Trevor Lawrence,JAX,QB,271.0,399.0,3004.0,14.0,7.0,56.0,248.0,4.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,413.4,275.5,14.433039214665405,14.43
462,Trevor Siemian,NYJ,QB,5.0,13.0,66.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.17573023034908572,0.17
463,Trey McBride,ARI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,74.0,610.0,2.0,0.0,0.0,13.0,32.5,0.0,8.117549046888659,8.11
464,Trey Palmer,TB,WR,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,27.0,48.0,239.0,2.0,1.0,0.0,12.0,0.0,0.0,2.894703788988905,2.89
465,Trey Sermon,IND,RB,0.0,0.0,0.0,0.0,0.0,8.0,24.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,1.9,25.3,0.1918575501529973,0.19
466,Treylon Burks,TEN,WR,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,8.0,18.0,122.0,0.0,0.0,0.0,5.0,55.1,0.0,1.2169272982061001,1.21
467,Trishton Jackson,MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07658223431721443,
468,Tua Tagovailoa,MIA,QB,281.0,401.0,3457.0,24.0,10.0,27.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,12.0,284.4,227.5,15.237334033794859,15.23
469,Tucker Kraft,GB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,95.0,1.0,0.0,0.0,5.0,0.0,0.0,0.723414921431226,0.72
470,Tutu Atwell,LAR,WR,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,37.0,62.0,476.0,3.0,0.0,0.0,12.0,44.3,0.0,5.186565884294602,5.18
471,Ty Chandler,MIN,RB,0.0,0.0,0.0,0.0,0.0,37.0,168.0,1.0,9.0,11.0,71.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0880655301362947,2.08
472,Ty Johnson,BUF,RB,0.0,0.0,0.0,0.0,0.0,10.0,32.0,0.0,3.0,3.0,47.0,1.0,0.0,0.0,3.0,30.4,85.0,1.2998844016299609,1.29
473,Ty Montgomery,NE,RB,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,3.0,7.0,14.0,0.0,0.0,0.0,3.0,7.3,12.6,0.27665902139829346,0.27
474,Tyjae Spears,TEN,RB,0.0,0.0,0.0,0.0,0.0,66.0,329.0,1.0,33.0,46.0,192.0,0.0,0.0,0.0,12.0,0.0,0.0,4.31359918200409,4.31
475,Tyler Allgeier,ATL,RB,0.0,0.0,0.0,0.0,0.0,143.0,492.0,3.0,12.0,17.0,83.0,0.0,0.0,0.0,12.0,141.4,0.0,6.133891467343599,6.13
476,Tyler Boyd,CIN,WR,0.0,1.0,0.0,0.0,1.0,2.0,11.0,0.0,55.0,79.0,499.0,2.0,0.0,0.0,12.0,116.3,90.7,5.535661980294271,5.53
477,Tyler Conklin,NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,59.0,449.0,0.0,0.0,0.0,12.0,73.5,73.5,4.3314883724115205,4.33
478,Tyler Higbee,LAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,55.0,367.0,2.0,0.0,0.0,12.0,80.0,113.0,5.4520520438692,5.45
479,Tyler Huntley,BAL,QB,5.0,8.0,38.0,1.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,85.3,106.5,0.9859543179561693,0.98
480,Tyler Lockett,SEA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,87.0,622.0,4.0,0.0,0.0,12.0,161.2,152.0,7.776921300817893,7.77
481,Tyler Scott,CHI,WR,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,10.0,20.0,81.0,0.0,1.0,1.0,8.0,0.0,0.0,0.6361733305421813,0.63
482,Tyquan Thornton,NE,WR,0.0,0.0,0.0,0.0,0.0,2.0,42.0,0.0,5.0,13.0,34.0,0.0,0.0,0.0,5.0,44.3,0.0,0.811888611250152,0.81
483,Tyreek Hill,MIA,WR,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,93.0,127.0,1481.0,12.0,1.0,1.0,12.0,229.6,219.7,17.863762857177022,17.86
484,Tyrion Davis-Price,SF,RB,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.9,0.0,0.18747345392925974,0.18
485,Tyrod Taylor,NYG,QB,57.0,87.0,579.0,2.0,0.0,22.0,98.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,13.9,101.4,2.2339919415062925,2.23
486,Tyson Bagent,CHI,QB,94.0,143.0,859.0,3.0,6.0,23.0,109.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,2.757388008134799,
487,Van Jefferson,ATL,WR,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,14.0,31.0,164.0,0.0,0.0,0.0,10.0,219.6,381.6,2.9464837249949305,2.94
488,Velus Jones,CHI,WR,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,4.0,32.3,0.0,0.44888305044058696,0.44
489,Wan'Dale Robinson,NYG,WR,0.0,0.0,0.0,0.0,0.0,6.0,27.0,0.0,36.0,45.0,265.0,1.0,0.0,0.0,10.0,28.6,0.0,2.822426063487717,
490,Will Dissly,SEA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,108.0,0.0,0.0,0.0,8.0,52.9,26.7,0.08992016244410128,0.08
491,Will Levis,TEN,QB,107.0,185.0,1266.0,7.0,2.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,4.603173214441947,4.6
492,Will Mallory,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,95.0,0.0,0.0,0.0,7.0,0.0,0.0,-0.37393833943833954,-0.37
493,Willie Snead,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,0.05697439117995953,
494,Xavier Gipson,NYJ,WR,0.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,12.0,17.0,159.0,0.0,2.0,1.0,7.0,0.0,0.0,0.9660177238155048,
495,Xavier Hutchinson,HOU,WR,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,2.0,4.0,43.0,0.0,0.0,0.0,4.0,0.0,0.0,0.28832600655920737,0.28
496,Zach Charbonnet,SEA,RB,0.0,0.0,0.0,0.0,0.0,86.0,368.0,1.0,24.0,29.0,142.0,0.0,0.0,0.0,11.0,0.0,0.0,3.9573619631901833,3.95
497,Zach Ertz,ARI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,43.0,187.0,1.0,0.0,0.0,7.0,64.6,72.0,2.4116579747362397,2.41
498,Zach Evans,LAR,RB,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.081799591002045,0.08
499,Zach Pascal,ARI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,19.0,0.0,0.0,0.0,8.0,22.5,57.5,0.3596180515964357,0.35
500,Zach Wilson,NYJ,QB,190.0,321.0,1944.0,6.0,7.0,33.0,199.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,10.0,130.8,195.2,6.608837828797668,6.6
501,Zack Moss,IND,RB,0.0,0.0,0.0,0.0,0.0,160.0,723.0,5.0,20.0,26.0,144.0,1.0,0.0,0.0,11.0,43.7,84.2,8.75280545310994,8.75
502,Zamir White,LV,RB,0.0,0.0,0.0,0.0,0.0,18.0,46.0,0.0,6.0,6.0,38.0,0.0,1.0,1.0,8.0,7.0,0.0,0.6860923411621029,0.68
503,Zay Flowers,BAL,WR,0.0,0.0,0.0,0.0,0.0,8.0,56.0,1.0,58.0,80.0,613.0,2.0,0.0,0.0,12.0,0.0,0.0,5.856011443723396,5.85
504,Zay Jones,JAX,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,33.0,186.0,2.0,0.0,0.0,6.0,135.8,81.9,3.640304233063656,3.64
505,Zonovan Knight,DET,RB,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,0.0,0.43869737718385676,0.43
